cell,x,y,Ash,Basswood,Beech,Birch,Cedar.juniper,Cherry,Elm,Fir,Hemlock,Hickory,Maple,Oak,Other.hardwood,Pine,Poplar,Spruce,Tamarack,Tulip.poplar,Walnut,Total
4173,157000,1382000,9.561780527,NA,NA,NA,NA,NA,7.97563051,9.574376829,NA,NA,NA,26.15366877,NA,NA,2.711568121,9.8824137,8.047576515,NA,NA,10.13987857
4174,165000,1382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.55088157,NA,NA,NA,NA,66.55088157
4175,173000,1382000,7.225053849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.225053849
4176,181000,1382000,4.754887548,NA,NA,NA,NA,NA,NA,7.199336028,NA,NA,NA,NA,NA,74.79463558,40.9050391,19.25887254,NA,NA,NA,31.30296832
4177,189000,1382000,11.66300069,NA,NA,NA,9.996927276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.011405502,NA,NA,8.417065187
4178,197000,1382000,NA,NA,NA,7.203826334,70.83331062,NA,NA,4.329972344,NA,NA,NA,NA,NA,NA,45.54466045,4.047534853,8.078239558,NA,NA,31.06179083
4179,205000,1382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4180,213000,1382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4181,221000,1382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.83662648,NA,NA,NA,NA,20.83662648
4182,229000,1382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82673261,NA,NA,NA,NA
4184,245000,1382000,NA,NA,NA,NA,5.553822174,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.43048896,4.397554518,NA,NA,NA,NA
4185,253000,1382000,NA,NA,NA,NA,50.08020979,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.351344646,NA,NA,NA,NA,27.71577722
4186,261000,1382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4188,277000,1382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.221697287,NA,6.03015451,NA,6.896378986,NA,NA,NA,5.382743594
4189,285000,1382000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.92925965,NA,NA,NA,NA,17.92925965
4447,-19000,1374000,24.59156463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.029763177,NA,NA,NA,NA,15.3106639
4450,5000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.08123968,9.524661719,NA,NA,NA,NA,NA,NA,NA,37.3029507
4452,21000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.358236782,NA,NA,NA,NA,2.358236782
4453,29000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.496133885,NA,NA,NA,NA,2.496133885
4454,37000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.76979616,NA,NA,NA,NA,31.76979616
4456,53000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.10822511,NA,NA,NA,NA,10.16095363
4458,69000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.39372607,NA,NA,NA,NA,NA,NA,NA,26.39372607
4460,85000,1374000,4.622238768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.63841108,NA,NA,NA,NA,16.634368
4461,93000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4462,101000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.42562509,NA,NA,11.83038019,NA,NA,NA,NA,16.62800264
4463,109000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.706328431,2.838542679,NA,NA,4.272435555
4464,117000,1374000,10.35872192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.01646725,18.39594969,NA,NA,NA,NA,26.59037962
4465,125000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.71283949,NA,NA,NA,12.71283949
4466,133000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35467673,NA,NA,13.35467673
4467,141000,1374000,NA,NA,NA,NA,44.52617779,NA,NA,29.42092239,NA,NA,NA,NA,NA,NA,72.21645653,10.28877148,2.150032211,NA,NA,26.79206544
4468,149000,1374000,65.00079363,NA,NA,6.67889357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30961327,NA,NA,NA,22.07472843
4469,157000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4470,165000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4471,173000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.344594012,NA,NA,NA,2.344594012
4472,181000,1374000,NA,NA,NA,9.903892704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.076680729,2.344594012,NA,NA,NA,5.775055815
4473,189000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.433509745,6.66565507,NA,NA,6.049582408
4474,197000,1374000,28.26855581,NA,NA,3.05718097,60.10651329,NA,NA,2.402916704,NA,NA,NA,NA,NA,NA,59.37400393,NA,16.96539654,NA,NA,35.40623885
4475,205000,1374000,22.14880798,NA,NA,2.971801547,NA,NA,NA,5.044001342,NA,NA,NA,NA,NA,NA,23.60964295,11.26679483,4.815847312,NA,NA,13.1697989
4476,213000,1374000,54.21491008,NA,NA,NA,49.4383134,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13473855,3.124034615,NA,NA,NA,27.97799916
4477,221000,1374000,5.200101937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.34308104,NA,NA,NA,12.27159149
4478,229000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4479,237000,1374000,130.4365793,30.11725314,NA,NA,NA,NA,NA,NA,NA,NA,31.03708698,NA,NA,NA,3.678948648,NA,NA,NA,NA,48.81746702
4480,245000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.42181795,NA,NA,NA,10.42181795
4481,253000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.52545033,NA,NA,NA,NA,14.52545033
4482,261000,1374000,24.59565535,NA,NA,NA,NA,NA,NA,5.487949214,NA,NA,NA,67.60710656,NA,NA,5.751176319,10.62540438,NA,NA,NA,20.78211603
4483,269000,1374000,NA,NA,NA,2.887814884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.54050545,4.954764618,23.7766095,NA,NA,10.78992361
4484,277000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.33891138,NA,NA,NA,65.53783647,3.169678283,NA,NA,NA,18.91100316
4485,285000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.949158037,NA,NA,16.04832289,7.363929966,7.856966114,NA,NA,NA,10.02428782
4487,301000,1374000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.345029148,NA,NA,15.09132293,18.16868711,4.213328273,NA,NA,NA,NA
4749,29000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5385883,NA,NA,NA,NA,26.5385883
4756,85000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.68881406,NA,NA,NA,NA,23.68881406
4757,93000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4758,101000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.785690446,NA,NA,NA,NA,2.785690446
4759,109000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.096291284,NA,NA,8.34598802,NA,NA,NA,NA,6.721139652
4760,117000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.092415119,22.45608928,NA,NA,15.66819789
4761,125000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.891960449,NA,NA,7.891960449
4764,149000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4765,157000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4766,165000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.175362561,NA,NA,2.175362561
4767,173000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4768,181000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75395035,NA,NA,1.75395035
4769,189000,1366000,NA,NA,NA,NA,19.2247818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.104677388,NA,NA,12.77674004
4770,197000,1366000,NA,NA,NA,NA,20.70357823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.594380135,17.56042623,NA,NA,13.00263819
4771,205000,1366000,2.416695788,NA,NA,14.74729248,38.40309656,NA,NA,25.80180121,NA,NA,NA,NA,NA,1.913882186,10.76464042,3.86578781,7.07628825,NA,NA,17.78006542
4772,213000,1366000,69.8355821,NA,NA,2.971801547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33741703,25.21482302,NA,NA,NA,25.31488934
4773,221000,1366000,16.01739155,NA,NA,NA,NA,NA,NA,6.34819507,NA,NA,NA,NA,NA,NA,30.41768956,4.926014749,NA,NA,NA,15.21844665
4774,229000,1366000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.638604666,NA,NA,NA,NA,2.638604666
4775,237000,1366000,16.92236568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.36272787,NA,NA,NA,NA,20.14254677
4776,245000,1366000,13.04860301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04860301
4777,253000,1366000,3.468663338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.88307858,NA,4.830549598,NA,NA,13.72743051
4778,261000,1366000,NA,NA,NA,NA,20.9660167,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.64706908,NA,22.66781554,NA,NA,39.76030044
4779,269000,1366000,17.8301439,NA,NA,NA,NA,NA,3.205670979,NA,NA,NA,NA,NA,NA,NA,11.98095779,2.410209718,NA,NA,NA,10.65142526
4780,277000,1366000,69.3339684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.572263673,NA,NA,NA,NA,37.45311604
4781,285000,1366000,NA,NA,NA,NA,NA,NA,NA,3.084594289,NA,NA,6.075715585,NA,NA,14.80618106,8.434327326,5.906184561,4.550514749,NA,NA,7.149753682
4782,293000,1366000,NA,NA,NA,2.72399519,NA,NA,NA,2.545667439,NA,NA,NA,NA,NA,21.57990024,65.81663573,NA,NA,NA,NA,30.01045576
4783,301000,1366000,NA,NA,NA,NA,NA,NA,NA,4.531320924,NA,NA,NA,NA,NA,29.85537898,14.7685256,NA,NA,NA,NA,16.38507517
4784,309000,1366000,NA,NA,NA,3.05718097,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.89477008,25.68759728,12.04201944,NA,NA,NA,NA
5038,-27000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5045,29000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.95793936,NA,NA,3.255042434,NA,NA,NA,NA,10.1064909
5046,37000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.34127703,NA,NA,NA,NA,17.34127703
5051,77000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5052,85000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5053,93000,1358000,NA,NA,NA,NA,NA,NA,4.333264182,NA,NA,NA,NA,NA,NA,NA,4.618656325,NA,NA,NA,NA,4.475960253
5054,101000,1358000,24.41241279,NA,NA,NA,NA,NA,2.416695788,NA,NA,NA,NA,32.18521851,NA,NA,30.57408045,NA,8.506334339,NA,NA,21.44480372
5055,109000,1358000,9.93158728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.547817424,NA,NA,7.009074043
5056,117000,1358000,118.6622114,NA,NA,NA,16.2441755,NA,NA,4.45398455,NA,NA,NA,NA,NA,NA,NA,2.216456032,43.46663989,NA,NA,38.85382102
5057,125000,1358000,NA,NA,NA,NA,20.02754231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.153925522,14.42696713,NA,NA,15.18174779
5058,133000,1358000,NA,NA,NA,NA,5.615454491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.279584223,17.06414774,NA,NA,9.727757737
5059,141000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5060,149000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5061,157000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5062,165000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.02076474,NA,6.645114656,NA,NA,17.3329397
5063,173000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5064,181000,1358000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75480373,16.65744996,NA,NA,12.68990122
5065,189000,1358000,8.443183101,NA,NA,NA,NA,NA,NA,2.197942302,NA,NA,12.82815394,NA,NA,NA,23.12146023,NA,NA,NA,NA,11.64768489
5066,197000,1358000,NA,NA,NA,NA,6.33377245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.65156068,NA,NA,11.99266657
5067,205000,1358000,NA,NA,NA,NA,3.985627505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.965817714,12.75344758,NA,NA,7.737604742
5068,213000,1358000,NA,NA,NA,3.05718097,26.80718386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9136113,13.63954826,NA,NA,14.69705756
5069,221000,1358000,35.42267053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.90678087,8.874018262,NA,NA,NA,32.70658421
5070,229000,1358000,57.05873373,NA,NA,8.278859406,33.42634317,NA,NA,5.710881311,NA,NA,NA,NA,NA,NA,19.32387552,2.819496302,4.023602977,NA,NA,15.84960455
5071,237000,1358000,NA,NA,NA,4.617513864,NA,NA,NA,6.421027724,NA,NA,NA,NA,NA,NA,5.023189567,21.13490161,NA,NA,NA,8.443964467
5072,245000,1358000,NA,3.468663338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.468663338
5073,253000,1358000,24.83487907,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.142641,22.43596865,NA,5.745624376,34.33414709,NA,NA,NA,NA,26.88802321
5074,261000,1358000,2.489654886,NA,NA,NA,NA,NA,NA,2.618893857,NA,NA,NA,NA,NA,NA,11.6351828,NA,NA,NA,NA,5.581243849
5075,269000,1358000,NA,NA,NA,8.745135631,NA,NA,NA,NA,NA,NA,6.613599986,NA,NA,NA,56.84162138,8.3333372,5.624857925,NA,NA,13.67985331
5076,277000,1358000,15.32501499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.92297271,8.924695481,NA,NA,NA,20.39089439
5077,285000,1358000,2.677921091,NA,NA,8.398311803,25.6995156,NA,2.20554298,3.85820712,NA,NA,2.416695788,NA,NA,NA,23.8283528,NA,NA,NA,NA,10.59463234
5078,293000,1358000,2.345029148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.19998519,NA,NA,NA,NA,34.48624618
5079,301000,1358000,NA,NA,NA,5.299795475,NA,NA,NA,2.333378622,NA,NA,4.974519763,NA,NA,39.40134465,44.67748289,5.152665292,NA,NA,NA,15.28455028
5080,309000,1358000,NA,NA,NA,10.10147503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63697002,NA,NA,NA,7.369222526
5081,317000,1358000,NA,5.549744111,NA,NA,NA,NA,NA,2.333378622,NA,NA,NA,5.350546466,NA,44.99691007,NA,NA,NA,NA,NA,14.55764482
5335,-19000,1350000,NA,NA,NA,NA,NA,NA,3.037182163,NA,NA,NA,59.3168561,NA,NA,NA,NA,NA,NA,NA,NA,31.17701913
5339,13000,1350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5340,21000,1350000,NA,NA,NA,NA,NA,NA,4.754887548,NA,NA,NA,NA,54.13410703,NA,NA,24.02122149,NA,NA,NA,NA,38.23568603
5341,29000,1350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.83037268,NA,NA,80.7062559,NA,NA,NA,NA,60.41429483
5344,53000,1350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.99184296,NA,NA,86.33667487,NA,NA,NA,NA,56.16425891
5346,69000,1350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.03873045,NA,NA,NA,NA,15.03873045
5347,77000,1350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5349,93000,1350000,9.494777498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.2815394,NA,NA,51.50875116,NA,NA,NA,NA,52.86051407
5350,101000,1350000,2.563913947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.441435067,NA,NA,8.927274561,NA,NA,NA,NA,6.714974534
5351,109000,1350000,NA,NA,NA,NA,NA,NA,NA,12.1757482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1757482
5352,117000,1350000,2.954968223,NA,NA,NA,NA,NA,2.274647412,NA,NA,NA,NA,NA,NA,NA,12.0411499,NA,7.669917535,NA,NA,7.474524005
5353,125000,1350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9217681,NA,NA,42.9217681
5354,133000,1350000,NA,NA,NA,NA,23.2312352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.91950941,NA,NA,21.07537231
5358,165000,1350000,NA,NA,NA,3.988897665,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.46311295,NA,7.043175946,NA,NA,NA,18.49839552
5359,173000,1350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5360,181000,1350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5361,189000,1350000,35.89621354,NA,NA,6.036896825,NA,NA,NA,8.856273859,NA,NA,NA,NA,NA,NA,4.133293317,NA,1.803872142,NA,NA,11.34530994
5362,197000,1350000,3.55909143,NA,NA,2.971801547,NA,NA,NA,8.439377682,NA,NA,NA,5.480416814,NA,NA,6.981488247,2.683078537,4.259746505,NA,NA,4.910714394
5363,205000,1350000,NA,NA,NA,NA,NA,NA,NA,2.067312297,NA,NA,NA,NA,NA,NA,NA,6.844146057,7.868459581,NA,NA,6.162094379
5364,213000,1350000,31.27093038,NA,NA,4.50904954,NA,NA,6.162955189,NA,NA,NA,NA,NA,NA,NA,9.438611834,2.280010818,NA,NA,NA,14.15541469
5365,221000,1350000,10.78023098,NA,NA,6.499556046,NA,NA,NA,4.991610848,NA,NA,NA,NA,NA,61.30859209,17.1130703,NA,NA,NA,NA,19.63435509
5366,229000,1350000,NA,NA,NA,NA,NA,NA,NA,10.06614973,NA,NA,NA,NA,NA,NA,31.75762419,NA,NA,NA,NA,20.91188696
5367,237000,1350000,5.51888217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.806852003,7.573695676,1.75395035,NA,NA,5.41334505
5368,245000,1350000,NA,NA,NA,NA,NA,NA,NA,7.02870939,NA,NA,9.993650189,NA,NA,NA,22.62895268,2.544554901,7.91142631,NA,NA,12.12270769
5369,253000,1350000,NA,NA,NA,NA,NA,NA,4.43648134,NA,NA,NA,NA,NA,NA,NA,3.255042434,NA,NA,NA,NA,3.845761887
5370,261000,1350000,3.468663338,NA,NA,NA,12.75056034,NA,NA,2.509672391,NA,NA,NA,NA,NA,NA,NA,7.090037316,NA,NA,NA,5.665721155
5371,269000,1350000,NA,NA,NA,NA,NA,NA,NA,8.282455135,NA,NA,NA,NA,NA,1.913882186,12.67986265,19.32087901,NA,NA,NA,12.3035916
5372,277000,1350000,NA,NA,NA,NA,22.90777039,NA,NA,3.094859906,NA,NA,3.291960134,NA,NA,NA,9.229771907,6.93235953,NA,NA,NA,8.254479097
5373,285000,1350000,4.764302298,NA,NA,4.296571435,NA,NA,NA,2.197942302,NA,NA,NA,NA,NA,5.357327453,16.73206182,13.79296847,NA,NA,NA,9.681649998
5374,293000,1350000,NA,NA,NA,NA,12.03814812,NA,NA,NA,NA,NA,12.42937229,NA,NA,16.52962024,6.755666272,5.598711716,NA,NA,NA,11.70275528
5375,301000,1350000,NA,NA,NA,NA,NA,NA,NA,4.357487939,NA,NA,5.43801229,NA,NA,1.802202801,44.32189458,7.77323296,NA,NA,NA,16.0531733
5376,309000,1350000,6.255460932,NA,NA,4.192546628,1.958340294,NA,NA,6.019771778,NA,NA,4.201358366,NA,NA,39.10423632,22.27219223,NA,NA,NA,NA,14.95816935
5377,317000,1350000,NA,NA,NA,NA,2.903731105,NA,NA,NA,NA,NA,3.934809168,4.376835712,NA,82.70147795,19.21750424,NA,NA,NA,NA,19.58519898
5379,333000,1350000,NA,NA,NA,4.089990573,NA,NA,NA,NA,NA,NA,8.698685858,NA,NA,162.0762342,17.6585442,NA,NA,NA,NA,NA
5636,21000,1342000,34.87181363,16.75468563,NA,NA,NA,NA,NA,NA,NA,NA,44.30767658,NA,NA,NA,NA,NA,NA,NA,NA,31.97805861
5637,29000,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9533663,NA,NA,NA,NA,31.9533663
5643,77000,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.41346846,NA,NA,2.566794969,NA,NA,NA,NA,15.99013171
5645,93000,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5646,101000,1342000,9.217731239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.17503332,NA,NA,NA,NA,26.19638228
5647,109000,1342000,18.50606744,94.08772457,NA,NA,NA,NA,10.85925655,NA,NA,NA,NA,46.31828449,NA,NA,49.87932606,3.772344371,NA,NA,NA,33.09395924
5648,117000,1342000,48.36442874,NA,NA,NA,28.76264419,NA,NA,NA,NA,NA,NA,5.096291284,NA,NA,NA,NA,NA,NA,NA,27.40778807
5649,125000,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5650,133000,1342000,NA,21.34938734,NA,34.07814787,NA,NA,NA,5.890767445,NA,NA,34.6699319,18.11153903,NA,NA,11.5959164,NA,NA,NA,NA,22.20294981
5651,141000,1342000,2.274647412,18.83675044,NA,13.04242186,22.17753042,NA,NA,10.16495062,NA,NA,25.65834959,14.01265388,NA,NA,102.2326218,NA,NA,NA,NA,24.60470532
5653,157000,1342000,84.95219347,33.32240967,NA,NA,NA,NA,2.716361752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.33032163
5654,165000,1342000,29.3479623,NA,NA,4.192546628,NA,NA,NA,8.074928479,NA,NA,NA,NA,NA,NA,14.41997248,2.544554901,NA,NA,NA,12.16665621
5655,173000,1342000,2.79456528,NA,NA,NA,11.40857695,NA,NA,NA,NA,NA,6.419051899,NA,NA,NA,NA,7.03591479,12.50495761,NA,NA,9.435647254
5656,181000,1342000,29.18990958,NA,NA,3.05718097,6.011339122,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56316204,NA,NA,NA,NA,19.60230026
5657,189000,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5658,197000,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.186212968,NA,NA,NA,2.186212968
5659,205000,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5660,213000,1342000,NA,23.55862737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.19949612,19.87626302,NA,NA,20.21146217
5661,221000,1342000,2.954968223,NA,NA,10.7595342,31.26632559,NA,NA,10.00731779,NA,NA,NA,NA,NA,12.39638083,39.92995797,3.439466129,NA,NA,NA,21.17931852
5662,229000,1342000,NA,NA,NA,3.143959257,73.26980061,NA,NA,8.372263833,NA,NA,NA,NA,NA,53.91817356,8.813453165,16.5148152,1.75395035,NA,NA,23.68377371
5663,237000,1342000,29.53118611,NA,NA,3.752664374,NA,NA,NA,4.598434773,NA,NA,NA,NA,NA,NA,18.31838354,NA,2.288658919,NA,NA,10.37366535
5664,245000,1342000,20.58644262,10.29068672,NA,17.28822815,NA,NA,NA,8.013951337,NA,NA,15.52807725,NA,NA,NA,8.212729306,16.28001905,NA,NA,NA,14.10805474
5665,253000,1342000,37.11164541,NA,NA,NA,19.8872619,NA,NA,2.132030043,NA,NA,4.13116737,NA,NA,NA,NA,10.82751223,12.94899234,NA,NA,14.86714818
5666,261000,1342000,NA,NA,NA,NA,11.65947705,NA,NA,12.23852439,NA,NA,2.874098343,NA,NA,5.984028163,22.44064261,2.344594012,1.75395035,NA,NA,8.470759274
5667,269000,1342000,18.02136097,NA,NA,NA,37.28280523,NA,NA,2.924298551,NA,NA,2.874098343,NA,NA,NA,14.83682492,15.0055884,NA,NA,NA,15.13579497
5668,277000,1342000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.159874901,NA,NA,NA,NA,2.159874901
